sentence	relation 
The fermented cashew <e1>nut</e1> <e2>flour</e2> has the highest energy values while the boiled sample has the least.	9
The studio picked up the sci-fi action <e1>spec</e1> by tyro <e2>scribe</e2> Chad St. John, and set up the project with Gianni Nunnari (300) at his Hollywood Gang shingle.	16
The <e1>wall</e1> was built some 2000 years ago by the first <e2>settlers</e2> of New Zealand, the Waitahas, who were subsequently nearly exterminated by the Maoris.	16
The index is based on the set of the <e1>scientist</e1>'s most cited <e2>papers</e2> and the number of citations that they have received in other people's publications.	17
The <e1>bag</e1> contained <e2>books</e2>, a cell phone and notepads.	5
One caravan trail developed into the Silk Road. During the height of caravan travel, which lasted until the 19th century, a single <e1>caravan</e1> of Muslim <e2>pilgrims</e2> journeying from Cairo and Damascus to Mecca might employ as many as 10,000 camels.	13
Close the <e1>lid</e1> of the <e2>portable computer</e2>, disconnect the computer from the power source, and then reopen the lid.	2
Quickly, but neatly, the <e1>secretary</e1> tore the side open with a letter <e2>opener</e2>, pulling out yet another sheet of paper.	11
A pop-up roll cage and active headrests aim to protect occupants during a rollover, and the <e1>floorboard</e1> is made from <e2>bamboo</e2> and aluminum.	18
A first prototype of the new <e1>system</e1> is constructed from the preliminary <e2>design</e2>.	18
Months later, the <e1>birds</e1> composed the <e2>syllables</e2> into complete songs, whether the songs matched natural patterns or not.	18
DOJ released a <e1>probe</e1> into Siegelman <e2>prosecution</e2>.	6
St John's wort reduced the severity of <e1>depression</e1> after six <e2>weeks</e2>.	18
This is a disturbing <e1>remark</e1> from the <e2>author</e2> which indicates just how arrogant and distant the police have become.	16
For safety reasons, he loads and unloads his bike from the <e1>curbside</e1> of the <e2>bus</e2>.	2
Many <e1>historical events</e1> have been described through <e2>music</e2> and song.	15
I had enough plywood left over from previous jobs to build the box, and there was a nylon tow strap stored behind the <e1>seat</e1> of the <e2>truck</e2>.	2
They still store the <e1>bottle</e1> in a chilling <e2>bucket</e2> or the refrigerator.	4
The <e1>inequality</e1> and poverty caused the <e2>riots</e2> in 2001.	0
The European Ombudsman, P. Nikiforos Diamandouros, has asked the European Commission to correct an administrative <e1>error</e1> concerning fishing <e2>quotas</e2> in the West of Scotland.	18
This <e1>series</e1> consists of edited <e2>collections</e2> of essays, some original and some previously published.	13
We filled the second <e1>drawer</e1> from the bottom in a four-drawer filing <e2>cabinet</e2> before any of the others, to weight the bottom and to prevent it from tilting over.	2
The <e1>child</e1> was carefully wrapped and bound into the <e2>cradle</e2> by means of a cord.	18
This usage is uncommon among <e1>players</e1> of the <e2>instrument</e2>.	11
Students express their <e1>ideas</e1> and opinions on <e2>topics</e2> of interest, and illustrate their writings with drawings and photos.	14
The <e1>architect</e1> carefully designed the 15 <e2>rowhouses</e2>, reflecting the suburban ideal of the late 1800s.	18
Then, I put <e1>candy</e1> in my <e2>jar</e2>.	6
This Appalachian region had been settled by <e1>emigrants</e1> from the <e2>lowlands</e2>.	8
Special articles specifically on gas corrosion and <e1>stress</e1> <e2>corrosion</e2> are also available in the literature.	0
The cross over is going to take away the <e1>lows</e1> from the <e2>drivers</e2> anyway.	8
We used the scope to leisurely study the <e1>kaleidoscope</e1> of whirling and nectaring <e2>butterflies</e2>.	13
"Part of New York City became an ""urban jungle"" -- as a <e1>swarm</e1> of <e2>bees</e2> descended on the busy Union Square Park area."	13
Their analysis demonstrates beyond any doubt that the <e1>problem</e1> of unemployment has been caused by the <e2>state</e2>, not by any inherent flaws or failures in a free market.	1
It was in the <e1>lining</e1> of this <e2>jacket</e2> that he had managed to secrete the valuables of several villagers.	2
The <e1>flapper</e1> of the <e2>valve</e2> opens and oxygen from the hose enters.	2
In contrast, clay-textured soils are more difficult to prepare a <e1>canola</e1> <e2>seedbed</e2> because the clods can be too large when worked wet, and they tend to crust once worked to a fine seedbed.	18
The US forces have withdrawn due to the <e1>damage</e1> caused by the eruption and the <e2>typhoon</e2>.	1
The recovery plan was the commencement of a captive breeding <e1>program</e1> from a small wild <e2>population</e2>.	18
The <e1>tourist</e1> was taking a trip into the amazing <e2>jungle</e2> of Amazon.	6
The <e1>apple</e1> went away from the apple <e2>tree</e2>.	8
He also released a similar <e1>document</e1> investigating <e2>violence</e2> against women.	14
The <e1>driver</e1> was ejected from his small <e2>car</e2>.	8
We got a <e1>ball</e1> with <e2>catnip</e2> inside.	3
A method of mitigating the effect of a market <e1>spike</e1> caused by the triggering and the <e2>election</e2> of a conditional order includes monitoring conditional orders.	1
The following <e1>remarks</e1> have special reference to the <e2>results</e2> obtained in the human lung.	14
It's a <e1>fish</e1> with <e2>lungs</e2>, and it can survive on land for brief periods.	3
The <e1>fastener</e1> and delivery mechanism are core components of the EndoGastric Solutions <e2>platform</e2>, which will continue to spawn a range of innovative products for NOS.	2
The method examines the <e1>hypothesis</e1> <e2>stack</e2> of the decoder during recognition and picks the most likely terms before they are pruned.	12
<e1>Chicken</e1> <e2>bouillon</e2> is obtained in three different forms, either liquid, powder or in cubes.	9
The <e1>artists</e1> carve away the surface with a <e2>chisel</e2>.	11
In the Fifties, they developed a <e1>technique</e1> for treating blood with <e2>ozone</e2> called 'major autohemotherapy'.	18
The program featured <e1>clips</e1> from 1950's <e2>television</e2> and interviews with game show stars.	8
By choosing to hold the <e1>ceremony</e1> in a public <e2>building</e2> and inviting guests you are recognizing both that your new life affects the lives of many other people.	18
The strawberry-maker <e1>enzyme</e1>, found in the roots of the plant, builds <e2>strawberries</e2> after being catalyzed by the digestive fluid of an earthworm.	17
<e1>Metals</e1> were released into the <e2>environment</e2>.	6
A city nightclub has had an ambitious expansion plan blocked over concerns about unruly <e1>behaviour</e1> from drunken <e2>revellers</e2>.	1
We store the <e1>cards</e1> in a matching <e2>box</e2>.	4
In view of the terrible <e1>destruction</e1> that was caused by the flood <e2>waves</e2>, we have to fear that a number of Germans, clearly in the three-digit numbers, will be among the dead.	1
The Seville side had just fallen 2-1 behind at home to fellow relegation strugglers Athletic Bilbao when a <e1>bottle</e1> full of <e2>liquid</e2> flew out of the stands and struck visiting keeper Armando Ribeiro just below the right eye.	5
Here is a detective story involving some scientists and their efforts to explain the origins of a mysterious <e1>garment</e1> found in a <e2>reliquary</e2>.	4
The remaining <e1>articles</e1> run the gamut of <e2>sociological research</e2>.	14
The campaign's leaders were right to accept the arms <e1>manufacturer</e1>'s <e2>pledge</e2>.	17
My new <e1>boss</e1> moved into his <e2>office</e2> yesterday.	6
Beginning in 1966-67, the <e1>club</e1> made the <e2>playoffs</e2> nine consecutive seasons, the only NHL team of the period to accomplish that feat.	6
This is another great new <e1>wheeze</e1> from the <e2>people</e2> who got rid of News at Ten in the first place (and then ended up bringing it back).	16
The ATM <e1>malfunction</e1> caused a <e2>rush</e2> on the ATM machine until the police sealed off the area.	0
Each feeding unit contains sensor for measure of remaining <e1>feed</e1> in a <e2>scuttle</e2>.	4
They come up from under the thwart, through the traveler and out through the eyestrap to the clam <e1>cleats</e1> located on either side of the <e2>boat</e2>.	2
The government <e1>cheese</e1> is flowing into Missouri <e2>food banks</e2>.	6
In early 2007 renewed a coal mining <e1>activity</e1> in the region triggered the <e2>earthquake</e2>, although earthquake activity has been present in the area at least since white settlement first occurred.	0
Stroke <e1>patients</e1> have been entered into <e2>hospital</e2> for neuroprotection.	6
The motor <e1>system</e1> scaled the object's dimensions by modulating the <e2>muscles</e2>.	11
The <e1>sugar</e1> was in a <e2>cabinet</e2> above the sink.	4
The <e1>experimenters</e1> designed the <e2>shape</e2> and size of the enlarged fiber ends so they don't experience the stresses that usually snap fibers and limit a short-fiber composite's performance.	18
She just poured half a bottle of <e1>water</e1> into her lunch <e2>plate</e2> and all over the table.	6
A <e1>ceramist</e1> bakes the porcelain in a tin <e2>foil</e2> and further heats it by placing it an oven.	11
The <e1>artist</e1> made the <e2>picture</e2> when he was a fourth grade student in Iowa City.	17
Although there was ammunition scattered over the apartment, the <e1>gun</e1> itself was locked in a <e2>safe</e2>, and not loaded.	4
The <e1>ghosts</e1> in my <e2>house</e2> are mischievous, like little children.	18
It was a jigsaw puzzle game of several spilled <e1>pecans</e1> in a <e2>dish</e2>.	4
He works as an accounts manager for a luxury <e1>housing</e1> <e2>developer</e2>.	16
Body piercing jewellery specially for <e1>lobe</e1> <e2>ear</e2> piercings.	2
Such parodies are encouraged by the <e1>news</e1> that the British government's league <e2>tables</e2> for schools and health authorities contain basic flaws which render them practically useless.	14
Like all new towns we have missed.the encouraging influence of a large <e1>body</e1> of <e2>alumni</e2>, only two of the thirty-five former graduates having entered college.	13
The goods and services that make up this <e1>economy</e1> are sadly familiar: <e2>prostitution</e2>, slavery, drugs, arms, protection rackets, money laundering.	3
This <e1>chapter</e1> gives an introduction, and a brief overview of the most important optimization <e2>techniques</e2>.	14
The <e1>mage</e1> blasts the foe with <e2>spells</e2> and the Knights ride up the flank and hammer the enemies' sides.	11
The Mapungubwe Collection at the University of Pretoria features remarkable <e1>works</e1> from the largely forgotten <e2>kingdom</e2> of Mapungubwe that flourished near the confluence of the Limpopo and Shashe Rivers between 1000 and 1300 AD.	8
A habitat suitability <e1>index</e1> was generated from an elevation <e2>surface</e2>.	8
