sentence	relation 
InterSense, Inc., a market leader in precision motion technology, today announced that Hydro, a leading offshore <e1>producer</e1> of <e2>oil</e2> and gas, has installed its tenth InterSense IS-900 Precision Motion Tracking System as part of Hydro's large scale immersive visualization rooms.	18
In 1672 he opened a tavern in Leiden and many of his <e1>pictures</e1> represent <e2>taverns</e2> and festive gatherings.	14
The <e1>culture</e1> of violence has become the topic of <e2>discussion</e2> among the people following the series of recent riots in Java.	15
His poetry began enjoying increasing success, and in 1933 he was able to earn his living exclusively from his writings, joining the <e1>collective</e1> of young <e2>writers</e2> at the magazine Ogonyok.	13
The fatal <e1>mistake</e1> caused a <e2>quarrel</e2> between different companies.	0
The <e1>sword</e1> was stored in a <e2>case</e2> full of gold and jewels.	4
A broken Exxon pipeline leaked 567000 gallons of <e1>oil</e1> into the New York <e2>harbor</e2>.	6
"The small store did an <e1>investment</e1> in a second <e2>drawer</e2> (""till"") which was kept in the back and switched with the live till was a worthwhile one."	6
A statement of the boards, councils, committees and other <e1>bodies</e1> consisting of two or more <e2>persons</e2> constituted as its part or for the purpose of its advice, and as to whether meetings of those boards, councils, committees and other bodies are open to the public, or the minutes of such meetings are accessible for public.	13
By now, my <e1>friends</e1> are familiar with my almost english <e2>obsession</e2> with toast.	18
In a former residence, your writer had an atrium containing a <e1>duel</e1> of doves<e2>moles</e2> numbering 22.	13
Short-term side effects are uncommon, but include <e1>headache</e1> from <e2>eyestrain</e2>, nausea, agitation or nervousness.	1
Three large-scale controlled observational <e1>studies</e1> have been reported on this <e2>issue</e2>.	14
Captured, the <e1>corporal</e1> escaped by jumping from a POW <e2>train</e2> headed towards Germany.	8
The <e1>decline</e1> in populations has been caused by the <e2>influx</e2> of industrial and resident waste water, sludge sedimentation, and land reclamation.	1
A file photo shows a microlight <e1>pilot</e1> flying with <e2>geese</e2>.	18
The new <e1>study</e1> provides insight into how the first <e2>flowering plants</e2> evolved from pre-existing genetic programs found in gymnosperms.	14
Two children playing in a Queens park have found a <e1>suitcase</e1> with <e2>bones</e2> in it.	5
Under the circumstance that the <e1>wife</e1> comes from a wealthy <e2>family</e2>, her dissatisfactions with her marriage may make her seem like a spoiled brat.	8
The <e1>studentship</e1> comprises of a tax free <e2>bursary</e2> of 15290 GBP pa plus the payment of fees for three years.	3
The <e1>backpack</e1> contained a <e2>social security number</e2> and other miscellaneous items.	5
"<e1>Listeners</e1> receive WBAI live over the <e2>internet</e2> (referred to as ""streaming""), using one of the various audio formats below."	11
The <e1>picture</e1> of the orb was then extracted from the <e2>photo</e2> and inverted and this is what was found to be inside of this tiny looking orb.	8
Heat, <e1>wind</e1> and smoke cause flight <e2>delays</e2>.	0
The <e1>author</e1> of this <e2>book</e2> is believed to be Nehemiah himself.	17
In this study, we examined the suspension of solid <e1>particles</e1> in a <e2>vessel</e2> equipped with dual traditional impellers.	4
Defra identified the different <e1>noises</e1> made by <e2>dogs</e2> and the meanings behind them.	0
<e1>Yogurt</e1> <e2>soup</e2> is a popular comfort dish both in Turkey and Central Asia.	9
That <e1>strawberry</e1> <e2>jelly</e2> was more like strawberry glue.	9
"He went to the kids <e1>department</e1> in the <e2>store</e2>, decorated one of the ""Little Brown Bags"" and was entered to win prizes, including a $100 shopping spree."	2
In the meantime, an unlikely <e1>menage</e1> of Payaya <e2>natives</e2>, Franciscan padres, Canary Islanders and Spanish soldiers struggle to bring the city together as winter approaches.	13
The <e1>malfunctions</e1> on Monday caused <e2>delays</e2> for patrons waiting to check out or renew books at the branches, and impeded access to personal accounts that allow users to renew or hold books online.	0
This <e1>crabmeat</e1> was in a <e2>can</e2>, but it was in the refrigerator case in the seafood section, not in the grocery aisle by the tuna.	4
For the last two years, the <e1>team</e1> has constructed two <e2>gardens</e2> out of recycled materials.	17
<e1>Apricot</e1> <e2>marmalade</e2> is effective in treating emotional indigestion.	9
Sky transfer has taken <e1>cycling</e1> into the <e2>football age</e2>.	6
Pioneering percussionist Terje Isungset plays <e1>instruments</e1> made from a 2500 year old <e2>glacier</e2>.	8
Instead, the doctor had administered a <e1>drug</e1> which had caused the eventual <e2>death</e2> of the child.	0
<e1>Children</e1> in rural Southern areas fell into <e2>poverty</e2> faster than those in cities in 2008.	18
It consists of an <e1>ensemble</e1> of <e2>ladies</e2> who are highly qualified to play various Arabic musical instruments.	13
An unnamed <e1>lifeguard</e1> was pushed into the <e2>pool</e2>.	6
Trade Union Side reiterated its <e1>concerns</e1> that the <e2>public sector</e2> was effectively subsidising these events and requested that this practice cease.	18
The <e1>miscarriages</e1> are caused by one time, non-repeating <e2>genetic problems</e2>.	1
The <e1>necklace</e1> was locked in a <e2>safe</e2> in their room at the Victor Hugo Hotel.	4
The <e1>unit</e1> consists of a mobile launcher, an <e2>interceptor</e2> and a command and control battle management and communication (C2BMC) system.	3
I had another <e1>idea</e1> to do with <e2>child care</e2> that was stroller related.	18
He had chest pains and <e1>headaches</e1> from <e2>mold</e2> in the bedrooms.	1
This is the best-selling <e1>album</e1> by a male <e2>artist</e2> and the best-seller in the pop/R&B genre.	16
The republics are seeking to assert an unequivocal understanding of the country's ethnic nature as a <e1>federation</e1> of various <e2>peoples</e2>.	13
In most non-percussion music, the instrument sounds are simply the tools with which the <e1>composer</e1> creates a <e2>composition</e2>.	17
While that operation was a success, the <e1>contents</e1> of the satchel were a tiny <e2>loss</e2> for the traffickers.	18
Each <e1>student</e1> is a participant in a web conferencing <e2>session</e2>.	18
Philip Collins discusses the apparent <e1>decline</e1> in rhetoric in a <e2>speech</e2> given at Radio 3.	15
The <e1>debris</e1> caused a <e2>crash</e2> on the Schuylkill, and it has been closed for hours because of the mishap.	0
When a metallic <e1>screen</e1> was placed inside the <e2>coil</e2>, so as to surround the needle, the demagnetization produced by the discharge was less.	6
Hundreds of thousands in central China are sleeping outdoors for fear of more <e1>tremors</e1> after Saturday's <e2>earthquake</e2>.	1
The concluding panel <e1>discussion</e1> pointed out a high <e2>need</e2> and interest on sharing a set of well defined same scenarios and use cases transparently described as well as modules and simulators.	14
A <e1>rock</e1> in the road caused an <e2>accident</e2> by breaking the rear wheel on the wagon.	0
Tense is a temporal linguistic <e1>quality</e1> expressing the <e2>time</e2>.	18
<e1>Geodiversity</e1> has been added into the <e2>objective</e2>.	6
The aim of this <e1>study</e1> was the <e2>measurement</e2> of the intensity and circumstances of drug use.	18
Fall planting cannot be completed before the ground freezes, so I stored the <e1>seeds</e1> in a <e2>stratification unit</e2> until spring.	6
Today I was there and I bought a <e1>ball</e1> that was in a <e2>bin</e2> with a ton of things placed on top of it.	4
The size of the <e1>assemblies</e1> grows from the byssus substrate <e2>interface</e2> to the transition layer.	18
The collaborative effort helped SA and its associate group Baandhani, a <e1>federation</e1> of slum <e2>dwellers</e2>, build strong relationships with the local government.	13
In this <e1>work</e1> the <e2>researchers</e2>, for the first time, attest that monopoles exist as emergent states of matter, i.e. they emerge from special arrangements of dipoles and are completely different from the constituents of the material.	16
The DC-DC <e1>converter</e1> was manufactured in a 130nm bulk CMOS <e2>process</e2>.	18
<e1>Education</e1> in early African societies included such things as <e2>artistic performances</e2>, ceremonies, games, festivals, dancing, singing, and drawing.	3
The current was quite strong and I was having difficulty swimming over to the <e1>daggerboard</e1> of the <e2>boat</e2> which was now sticking out of the water.	2
The second bodily privacy <e1>paper</e1> relates to <e2>violation</e2> of a person's bodily integrity.	14
The commercial bees are spreading <e1>parasites</e1> to their wild <e2>cousins</e2>.	6
The assay sample preparation <e1>unit</e1> processes a specimen using a fluorescent <e2>dye</e2>.	11
The stone <e1>ginger</e1> <e2>beer</e2> has a ginger 'bite' without the 'ginger burn' of more peppery Jamaican ginger beers.	9
The <e1>metacorpora</e1> ware misplaced into the <e2>isthmus</e2>.	6
The views expressed in the <e1>article</e1> are from the <e2>author</e2> and are not shared by Nestle.	16
The goal of the experimental <e1>course</e1> was to introduce students to <e2>computer programming</e2>.	14
With one exception, the <e1>moths</e1> emerged from the <e2>cocoon</e2> during hours of darkness.	8
In your issue of April 26 a photograph shows a woman <e1>doctor</e1> with a precautionary <e2>mask</e2> against SARS infection, attending a patient.	11
A few space <e1>probes</e1> have been placed into <e2>orbit</e2> around other bodies.	6
One of the requirements of the portfolio is a goal <e1>sheet</e1>, which is completed by the <e2>student</e2>.	16
Many other <e1>dwarves</e1> also hailed from this infamous <e2>clan</e2>.	8
The <e1>mistress</e1> fries the <e2>rashers</e2> in a small china fryingpan over the lamp, passing to each person the hot slices as they are done.	18
Some cycles depend on the <e1>results</e1> from previous <e2>cycles</e2>.	8
I get severe headaches and <e1>dizziness</e1> from colas and <e2>drinks</e2> with nutrasweet (aspartame) and splenda (sucralose).	1
The <e1>subjects</e1> adjusted the signal level with a shop-built <e2>attenuator</e2>.	11
Government <e1>revenues</e1> are drained into expensive welfare <e2>programs</e2> such as health care, pensions.	6
The JFK baggage system <e1>malfunction</e1> caused <e2>delays</e2> for some flights and caused some passengers to simply travel without their things.	0
The <e1>bridge</e1> was moved from its original <e2>location</e2> in an effort to save it.	8
An expensive uniform and a strict ballot rendered it somewhat too exclusive in its character, but in the end it answered its purpose by becoming practically a <e1>muster</e1> of the National <e2>leaders</e2> of the present and the future.	13
